Accession,Release_Date,Species,Nuc_Completeness,Protein,Geo_Location,USA,Host,Isolation_Source,Collection_Date
QPF53604,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1ab polyprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53605,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1a polyprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53606,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,surface glycoprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53607,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF3a protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53608,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,envelope protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53609,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,membrane glycoprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53610,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53611,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53612,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53613,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53614,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53615,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53616,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1ab polyprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53617,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1a polyprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53618,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,surface glycoprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53619,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF3a protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53620,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,envelope protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53621,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,membrane glycoprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53622,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53623,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53624,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53625,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53626,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53627,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53628,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1ab polyprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53629,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1a polyprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53630,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,surface glycoprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53631,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF3a protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53632,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,envelope protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53633,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,membrane glycoprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53634,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53635,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53636,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53637,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53638,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53639,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53640,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1ab polyprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53641,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1a polyprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53642,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,surface glycoprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53643,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF3a protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53644,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,envelope protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53645,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,membrane glycoprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53646,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53647,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53648,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53649,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53650,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53651,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53652,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1ab polyprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53653,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1a polyprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53654,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,surface glycoprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53655,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF3a protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53656,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,envelope protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53657,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,membrane glycoprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53658,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53659,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53660,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53661,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53662,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53663,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53664,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1ab polyprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53665,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1a polyprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53666,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,surface glycoprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53667,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF3a protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53668,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,envelope protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53669,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,membrane glycoprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53670,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53671,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53672,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53673,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53674,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53675,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53676,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF1ab polyprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53677,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF1a polyprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53678,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,surface glycoprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53679,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF3a protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53680,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,envelope protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53681,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,membrane glycoprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53682,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF6 protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53683,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF7a protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53684,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF7b protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53685,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF8 protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53686,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,nucleocapsid phosphoprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53687,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF10 protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53688,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1ab polyprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53689,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1a polyprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53690,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,surface glycoprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53691,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF3a protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53692,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,envelope protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53693,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,membrane glycoprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53694,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53695,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53696,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53697,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53698,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53699,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53700,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF1ab polyprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53701,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF1a polyprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53702,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,surface glycoprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53703,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF3a protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53704,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,envelope protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53705,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,membrane glycoprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53706,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF6 protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53707,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF7a protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53708,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF7b protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53709,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF8 protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53710,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,nucleocapsid phosphoprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53711,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF10 protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-08
QPF53712,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF1ab polyprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-01
QPF53713,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF1a polyprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-01
QPF53714,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,surface glycoprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-01
QPF53715,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF3a protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-01
QPF53716,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,envelope protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-01
QPF53717,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,membrane glycoprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-01
QPF53718,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF6 protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-01
QPF53719,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF7a protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-01
QPF53720,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF7b protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-01
QPF53721,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF8 protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-01
QPF53722,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,nucleocapsid phosphoprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-01
QPF53723,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF10 protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-01
QPF53724,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF1ab polyprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-01
QPF53725,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF1a polyprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-01
QPF53726,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,surface glycoprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-01
QPF53727,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF3a protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-01
QPF53728,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,envelope protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-01
QPF53729,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,membrane glycoprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-01
QPF53730,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF6 protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-01
QPF53731,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF7a protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-01
QPF53732,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF7b protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-01
QPF53733,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF8 protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-01
QPF53734,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,nucleocapsid phosphoprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-01
QPF53735,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF10 protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-01
QPF53736,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF1ab polyprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-01
QPF53737,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF1a polyprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-01
QPF53738,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,surface glycoprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-01
QPF53739,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF3a protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-01
QPF53740,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,envelope protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-01
QPF53741,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,membrane glycoprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-01
QPF53742,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF6 protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-01
QPF53743,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF7a protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-01
QPF53744,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF7b protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-01
QPF53745,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF8 protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-01
QPF53746,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,nucleocapsid phosphoprotein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-01
QPF53747,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,partial,ORF10 protein,"USA: CA, San Bernardino County",CA,Homo sapiens,,2020-05-01
QPF53748,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1ab polyprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53749,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1a polyprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53750,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,surface glycoprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53751,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF3a protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53752,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,envelope protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53753,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,membrane glycoprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53754,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF6 protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53755,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7a protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53756,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF7b protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53757,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF8 protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53758,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,nucleocapsid phosphoprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53759,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF10 protein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53760,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1ab polyprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
QPF53761,2020-11-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,complete,ORF1a polyprotein,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-09-07
